Current_Occupancy,Queue_Main_In,Queue_Entrance,Queue_Main_Out,Green_T1,Green_T2,Green_T3
58,8,5,10,11,60,10
10,27,2,19,51,35,10
30,19,11,13,38,28,23
49,12,3,0,12,58,10
52,23,4,23,12,60,10
44,29,14,10,10,58,10
10,9,6,20,22,49,17
51,8,10,27,10,59,11
30,19,12,15,35,29,23
52,17,1,20,10,58,10
51,28,9,0,10,60,10
7,9,8,20,22,49,17
23,20,16,23,32,33,23
42,26,3,30,10,60,10
27,26,5,16,48,29,10
14,11,7,17,27,44,19
41,1,7,17,10,60,10
23,9,10,0,44,12,48
60,6,19,14,12,58,10
5,19,15,11,40,22,30
39,5,17,16,10,59,12
12,18,6,23,32,42,12
7,15,2,25,30,53,10
37,1,6,28,10,60,10
19,22,7,9,53,23,18
1,25,3,4,60,13,12
2,1,1,8,12,60,10
44,3,6,16,12,60,10
27,8,11,3,31,10,44
46,4,16,18,10,60,12
35,4,7,24,11,60,17
31,25,4,16,48,30,10
33,14,14,21,26,40,25
12,5,11,8,17,32,41
7,6,18,21,13,43,36
52,0,11,18,11,60,10
62,21,19,6,10,58,10
15,0,7,2,10,22,60
58,29,13,13,12,60,10
10,3,14,24,10,50,31
16,12,17,20,22,35,31
7,1,15,1,11,12,59
14,19,10,1,56,10,29
7,24,5,8,58,20,14
29,28,4,28,42,43,10
0,6,9,25,12,56,22
38,11,20,1,10,58,10
55,7,19,1,12,59,11
11,13,9,14,30,35,22
4,4,7,19,14,58,21
2,21,19,25,28,32,25
27,28,11,21,44,29,18
40,18,3,23,11,60,10
24,1,1,1,31,30,29
45,8,20,4,11,60,10
34,7,11,10,23,34,33
28,11,7,21,24,50,16
41,1,15,8,12,60,10
0,18,14,18,31,34,26
61,5,12,0,10,60,11
47,6,19,7,10,60,11
55,30,18,7,10,60,12
8,22,3,5,60,15,11
58,15,19,16,10,60,10
33,11,5,7,43,25,21
63,25,5,6,11,60,10
47,10,3,8,10,60,11
45,8,16,26,11,60,10
41,15,3,29,12,60,11
33,19,10,28,31,42,16
4,20,6,14,43,29,15
15,26,11,23,41,34,15
28,24,10,7,53,17,23
35,0,13,11,10,41,50
53,17,0,29,12,59,10
16,8,10,16,19,42,25
27,20,9,5,53,14,24
16,15,7,22,30,45,12
37,7,4,18,12,60,12
51,5,10,20,11,60,11
60,2,2,1,12,60,12
20,23,13,2,55,12,31
36,18,3,16,12,60,10
22,29,5,5,59,12,10
33,29,8,30,36,42,10
61,11,1,0,12,60,10
61,28,9,11,10,58,10
58,18,13,30,10,60,12
64,9,8,12,11,58,11
41,3,8,19,11,60,10
31,2,5,3,17,27,43
63,15,17,22,10,60,10
34,2,1,24,12,59,10
63,26,13,12,12,60,12
50,0,9,5,10,58,12
47,13,14,11,12,60,10
23,20,18,16,34,28,29
46,8,8,13,10,60,10
5,9,5,25,18,55,11
57,4,10,7,10,58,10
8,27,20,12,42,18,28
19,13,7,28,22,50,14
13,9,8,13,29,40,24
34,9,3,17,27,54,12
60,23,1,20,10,59,10
27,27,14,2,57,11,29
60,12,15,5,11,60,10
23,24,18,25,33,34,22
46,4,18,22,10,58,10
27,30,11,24,40,33,15
9,25,8,11,49,21,15
42,13,20,9,10,60,11
63,21,2,22,12,58,10
39,25,12,1,10,60,10
33,18,9,9,46,24,22
52,21,11,30,10,60,10
8,27,19,8,46,12,33
35,11,7,11,32,35,22
40,9,6,20,12,60,10
36,29,8,11,10,60,12
15,26,12,10,48,17,20
20,15,4,10,44,33,13
46,24,2,19,11,60,10
38,25,19,13,11,59,10
65,18,13,10,10,60,11
60,25,15,25,10,60,12
5,22,6,12,47,27,14
14,3,7,29,10,59,15
23,14,10,6,44,20,29
62,17,6,4,10,60,10
47,12,8,8,10,60,12
45,16,8,18,10,58,12
28,3,15,7,11,23,54
59,16,4,9,11,59,10
25,2,19,19,10,42,41
63,15,7,25,10,60,12
34,29,4,10,60,18,12
6,19,16,6,42,11,33
46,7,10,23,12,60,10
36,3,14,4,12,59,10
29,15,8,1,55,10,31
48,5,8,1,10,59,12
11,8,2,7,43,38,10
21,17,14,16,34,31,28
6,4,2,4,37,35,17
54,5,9,14,10,60,10
39,26,11,15,10,60,12
44,1,18,5,10,60,10
65,27,20,26,12,60,10
36,14,3,0,10,60,12
55,10,0,25,11,60,12
28,29,14,0,59,12,31
4,16,1,15,44,42,10
52,29,19,18,11,60,10
62,11,17,29,11,60,10
44,30,8,5,12,58,12
57,7,15,3,11,60,11
64,15,15,22,10,60,10
51,1,19,22,11,60,10
59,30,19,10,12,58,11
20,27,12,16,43,27,20
11,17,5,0,60,10,21
64,26,3,14,12,60,12
64,11,0,15,12,60,10
9,9,7,3,41,16,33
55,24,1,16,10,59,10
9,17,17,12,34,22,31
44,13,15,9,10,60,10
22,9,5,22,23,55,13
47,18,8,15,11,60,12
18,6,17,21,13,42,33
31,4,9,14,15,45,29
57,2,16,3,10,60,10
52,10,17,29,10,60,10
50,24,11,3,12,60,10
11,4,0,0,59,12,11
26,20,6,1,59,11,20
5,20,16,17,31,26,28
32,7,17,12,18,32,44
62,11,4,1,12,59,10
61,12,3,2,10,60,12
8,8,15,27,14,48,29
1,12,10,29,23,50,17
45,29,14,10,10,60,10
45,23,8,18,10,59,10
60,8,7,23,10,59,10
27,11,3,20,31,50,10
37,29,17,5,12,60,10
60,5,5,0,10,60,10
35,25,15,29,34,38,21
1,11,19,19,19,34,35
40,19,20,1,12,60,10
64,25,11,3,10,60,11
51,25,15,24,10,59,10
19,18,15,6,41,14,34
20,2,7,15,10,56,27
44,11,15,23,10,60,10
11,5,19,1,18,10,59
54,20,16,17,11,59,10
64,5,1,0,11,59,10
30,29,4,5,59,13,10
2,0,7,9,11,51,41
48,28,1,7,10,58,10
45,4,8,20,10,60,10
15,11,19,28,17,41,31
24,5,9,24,11,57,22
52,26,9,29,10,60,10
49,2,3,22,10,58,10
42,17,10,15,11,59,12
29,24,3,29,40,46,12
32,4,3,10,23,53,13
22,26,7,17,45,28,12
10,24,0,5,60,16,10
36,16,6,16,11,59,10
34,30,15,12,46,18,25
0,13,9,5,45,15,28
25,25,10,17,41,28,16
1,23,17,29,29,39,24
60,22,1,14,10,60,10
41,3,9,16,10,58,10
29,4,17,9,11,28,50
57,10,6,28,12,60,10
5,10,10,5,36,16,37
23,4,8,5,20,26,40
50,18,12,7,11,60,10
5,0,10,13,11,50,39
52,6,8,14,10,60,12
53,1,7,0,11,58,10
17,10,16,6,28,14,47
22,27,8,18,45,32,13
42,10,14,5,11,60,10
58,4,14,8,10,58,10
33,25,19,7,43,11,34
40,16,20,3,10,59,10
29,9,15,6,28,20,47
62,8,13,14,10,59,10
59,10,10,6,10,60,11
48,18,8,27,11,58,10
52,29,17,14,10,59,10
53,12,15,0,10,58,10
43,26,9,20,11,60,10
11,4,0,21,13,58,12
28,7,6,22,20,57,14
15,26,0,16,53,34,10
14,4,3,28,12,60,11
63,23,13,27,11,59,12
53,24,8,27,12,59,11
16,27,14,9,48,18,24
61,10,0,28,11,59,11
42,27,3,22,11,58,11
42,1,7,10,10,60,10
45,24,8,29,10,60,10
39,3,14,2,10,60,10
42,11,20,24,10,60,12
19,2,10,18,10,53,28
59,5,2,24,10,60,11
56,0,11,14,11,60,10
15,30,17,7,49,13,30
25,4,2,8,23,49,11
6,28,0,2,60,10,11
43,5,11,18,10,60,10
56,29,7,4,10,58,12
44,30,4,26,11,59,10
52,10,18,6,10,60,10
28,22,17,4,45,10,34
44,23,0,21,10,58,11
16,23,3,29,37,47,10
25,28,12,11,48,19,21
39,4,13,25,10,60,10
30,29,1,14,60,29,10
12,11,3,2,58,10,16
41,24,17,19,10,59,10
13,4,11,6,17,26,46
5,25,11,19,41,33,16
23,20,15,1,49,10,38
11,22,3,18,48,39,12
33,23,7,9,55,21,17
35,14,16,18,27,31,28
21,27,3,26,41,40,10
47,26,9,9,10,58,10
46,21,9,4,12,60,12
53,15,17,9,12,59,10
13,27,0,1,60,10,10
37,30,2,11,10,60,12
52,27,7,30,10,60,12
29,2,2,22,12,60,10
3,18,5,16,41,34,10
17,17,14,5,40,11,37
39,29,7,9,10,60,12
20,16,8,30,24,50,13
0,1,10,27,10,59,21
44,1,3,3,10,60,10
15,16,2,6,58,21,10
19,11,16,9,25,22,42
46,25,2,17,10,60,10
40,0,13,13,10,58,10
19,22,15,3,49,11,33
16,2,18,14,10,37,49
8,11,7,8,39,26,25
3,23,9,26,33,38,12
5,12,7,16,31,43,19
12,2,3,25,10,59,12
54,24,5,8,10,59,12
19,28,18,27,35,31,20
45,19,14,16,12,60,10
65,1,15,21,11,60,11
40,23,12,4,11,60,10
25,23,3,25,41,46,10
3,28,11,12,48,22,21
22,5,17,24,11,47,34
10,20,14,25,31,39,19
53,4,15,12,12,59,10
8,1,3,4,10,43,33
60,30,6,17,10,60,10
49,11,5,16,10,60,10
10,15,10,5,47,13,32
26,4,17,21,10,43,35
15,3,4,26,10,60,10
36,20,8,13,11,59,10
6,13,17,12,26,23,35
37,9,16,20,11,60,11
25,23,20,10,40,14,34
16,22,20,8,37,13,35
0,7,5,21,21,56,14
52,30,3,29,11,60,10
59,26,13,28,11,60,12
32,26,19,13,41,22,27
60,16,5,0,12,60,10
41,2,17,7,10,58,10
63,28,13,21,11,58,10
48,24,4,17,10,60,10
62,0,1,28,10,60,10
1,3,13,4,12,17,59
31,8,14,1,32,10,54
42,9,11,11,10,60,12
37,20,4,23,10,60,10
27,10,10,21,22,48,20
65,25,3,12,12,60,10
7,17,2,1,60,10,10
56,28,20,23,11,59,11
28,19,10,28,30,42,16
26,16,15,6,40,14,36
38,6,14,16,12,60,12
52,29,9,25,10,60,12
60,22,5,23,10,59,10
8,23,0,13,59,32,10
24,23,4,11,55,26,10
29,23,18,5,45,10,35
48,15,10,21,12,60,10
11,20,19,8,37,13,34
31,2,10,0,15,10,60
37,1,1,14,12,60,12
50,8,15,8,10,59,10
38,14,18,21,10,60,10
36,22,9,30,12,58,11
55,13,6,15,10,60,12
35,12,6,24,25,50,13
23,24,9,18,40,29,16
25,25,0,29,43,49,10
23,1,11,10,10,40,47
61,10,7,21,10,60,10
44,25,7,28,12,58,10
25,0,3,23,10,60,10
23,17,7,14,40,34,18
56,27,12,11,12,60,10
18,9,0,16,34,58,11
1,23,1,0,60,12,10
34,4,2,26,12,60,10
62,5,7,29,12,59,10
35,0,8,11,11,51,39
4,28,2,24,47,40,12
16,23,19,2,48,10,37
6,21,2,6,58,20,12
1,15,10,23,30,43,16
51,18,18,26,10,59,10
14,30,12,20,42,31,17
14,9,20,19,18,33,39
41,23,1,10,11,60,12
37,14,15,17,10,58,10
52,25,4,11,10,60,11
38,12,7,27,12,60,10
62,11,9,15,10,60,10
55,25,10,13,12,58,10
49,26,19,13,10,59,10
17,28,6,0,60,10,17
25,5,20,1,17,12,60
59,19,9,23,11,58,10
19,9,19,13,20,26,41
54,25,11,20,11,60,11
33,9,7,4,40,17,30
12,17,11,5,47,14,28
36,5,2,26,12,60,12
29,20,13,3,50,11,34
58,2,14,22,11,58,12
58,15,14,17,12,60,10
2,5,16,3,20,13,59
53,13,17,20,12,60,11
48,26,11,0,11,58,10
31,30,6,19,49,30,10
38,16,0,24,12,58,10
5,17,14,24,26,37,23
44,2,16,22,10,59,10
24,23,15,4,48,12,34
56,17,4,0,11,60,10
56,12,6,7,10,58,12
53,3,5,11,10,60,10
41,20,8,9,10,60,12
1,25,9,29,37,41,14
11,16,16,14,29,25,31
31,28,3,13,59,27,10
44,4,1,27,10,60,11
31,6,7,8,24,36,29
60,16,1,3,10,58,12
61,4,4,25,10,58,10
6,16,4,9,49,26,12
32,21,5,26,36,43,10
43,14,2,28,10,58,11
22,29,11,14,47,23,17
17,15,14,28,24,46,21
39,16,2,8,10,60,10
13,6,16,17,12,40,35
61,26,1,27,12,60,10
2,27,7,14,51,27,12
53,27,20,0,11,60,11
18,14,4,4,57,17,16
65,16,17,19,10,60,10
12,18,3,20,41,45,10
33,5,9,27,10,60,19
25,22,19,14,35,20,32
36,10,0,13,10,60,10
24,16,8,9,45,22,22
43,8,7,25,10,59,11
48,12,19,19,10,60,11
13,22,5,6,59,18,14
2,18,9,0,60,10,30
48,13,6,23,10,59,11
56,16,3,18,12,60,10
31,3,20,12,11,32,51
37,3,8,23,10,60,12
52,18,16,25,10,60,11
48,23,18,15,10,60,12
19,6,9,29,10,59,18
2,7,3,0,60,10,29
29,10,12,22,18,46,22
32,22,1,8,59,23,10
44,19,4,0,10,59,12
44,9,13,8,12,59,12
63,8,17,3,10,60,10
37,25,17,9,10,58,10
48,25,11,14,10,60,12
59,27,6,26,12,60,10
21,25,18,28,30,37,23
2,23,9,10,49,21,17
62,30,16,11,10,60,12
25,7,11,27,12,56,22
45,28,12,16,10,59,10
27,14,17,24,24,41,27
4,1,7,5,10,35,48
3,16,2,28,31,53,10
5,8,9,17,21,46,25
23,11,2,10,42,40,11
26,12,16,12,25,29,38
32,19,2,30,31,52,12
11,18,5,29,30,48,10
38,30,20,19,10,59,10
6,5,14,9,14,29,47
2,29,12,5,55,12,21
32,27,9,13,49,21,18
30,6,8,10,24,37,32
47,2,3,29,12,60,11
12,5,5,30,10,60,10
14,4,6,16,12,56,22
37,24,13,28,10,59,11
10,21,20,6,42,12,37
14,10,10,25,20,49,20
53,10,17,15,11,60,10
56,2,2,4,10,60,10
59,21,19,19,10,60,10
38,21,0,16,10,60,12
25,15,7,13,37,35,18
12,22,17,5,47,10,33
58,30,3,12,11,60,10
41,13,19,8,12,60,10
2,7,6,25,15,57,14
0,18,2,4,60,15,10
34,20,7,16,40,32,14
2,18,11,14,36,28,21
49,28,11,11,10,58,11
38,18,6,9,10,60,12
47,26,20,22,10,60,10
61,30,4,8,10,60,12
25,30,3,20,52,32,11
45,19,5,12,10,60,10
34,5,16,2,18,10,58
16,13,10,29,23,49,15
37,5,6,23,10,58,10
49,23,11,25,10,60,11
17,30,11,13,50,20,17
65,7,19,19,11,58,12
36,20,11,3,12,60,12
55,9,3,1,11,60,10
25,13,13,21,22,40,22
60,22,0,22,11,59,12
22,13,3,5,57,21,10
62,4,9,16,12,59,10
56,12,3,8,10,58,10
31,19,11,16,38,31,23
41,21,17,19,12,59,10
36,2,6,14,10,60,10
0,4,18,19,10,42,38
55,8,2,21,10,60,10
8,24,18,8,41,16,32
16,5,19,29,10,49,33
57,22,13,11,12,58,11
49,11,18,8,12,60,11
59,23,1,10,11,60,12
42,25,2,23,10,58,10
44,1,20,4,10,60,10
5,28,14,3,56,11,29
46,7,0,28,10,60,12
2,26,1,21,48,37,10
0,14,9,4,47,15,28
61,3,18,21,11,60,10
48,12,19,19,10,59,10
59,15,15,12,12,58,10
56,16,7,16,12,60,11
25,17,14,15,35,30,26
9,20,15,20,34,30,24
54,6,1,8,10,60,11
5,24,20,1,49,10,38
17,22,17,21,32,29,27
54,28,12,0,10,58,10
39,26,8,28,10,59,11
44,21,19,26,11,60,10
42,27,1,7,12,60,10
33,18,10,14,39,28,21
58,10,4,23,10,60,10
60,25,15,11,10,58,10
59,17,12,19,10,60,10
48,28,18,14,12,59,10
57,2,7,30,11,58,12
54,18,18,10,10,59,12
63,13,20,5,10,60,12
5,6,8,1,38,12,48
34,15,12,15,33,32,27
17,2,17,1,10,10,58
14,18,9,16,39,34,19
6,10,17,21,17,37,29
13,18,13,24,31,41,22
22,20,11,20,37,34,17
23,26,19,23,36,29,25
14,2,13,0,13,11,60
10,21,20,16,31,23,30
36,30,16,6,10,60,12
41,30,13,1,12,60,11
38,7,12,24,12,58,11
3,18,18,12,31,20,33
36,25,16,9,10,58,12
23,6,17,26,13,45,29
12,25,6,14,49,28,11
8,27,5,23,45,37,10
18,8,7,9,32,31,28
10,6,3,17,18,58,12
26,20,13,1,54,12,33
45,12,6,11,12,60,10
38,0,3,12,11,60,10
39,15,19,6,10,60,10
9,6,1,19,22,60,12
15,28,16,29,36,35,20
57,3,13,2,12,58,11
42,6,15,13,10,58,10
50,27,2,6,10,60,10
62,8,20,19,11,60,12
25,21,10,22,34,35,15
44,13,2,9,10,59,10
28,26,0,4,60,12,10
20,8,12,29,15,54,24
43,16,18,4,10,60,10
13,25,3,3,60,12,10
7,26,8,15,48,29,12
65,17,2,27,10,58,10
57,3,15,13,10,58,10
20,12,4,26,26,55,10
40,0,16,21,10,58,11
54,5,11,4,10,59,11
56,15,17,13,10,60,11
32,16,6,13,39,31,17
37,1,7,2,12,58,11
52,13,3,13,10,60,11
44,13,14,29,12,60,11
27,6,3,3,43,24,23
26,24,17,30,31,38,23
31,25,17,5,49,11,34
2,20,20,30,26,37,25
52,13,3,21,11,58,10
0,0,11,17,10,55,36
62,29,18,30,10,60,11
5,19,9,15,40,32,18
45,6,11,12,11,60,12
4,2,6,7,13,43,34
46,19,13,4,10,60,12
65,14,18,0,10,59,10
2,30,19,12,43,15,27
9,11,11,6,35,20,34
25,0,10,12,10,51,40
7,7,11,30,12,57,22
56,9,5,19,10,59,12
20,30,18,17,43,21,24
50,28,8,2,10,58,10
56,30,0,24,11,60,10
61,8,0,20,12,60,10
60,0,8,15,10,60,10
1,2,6,6,14,38,39
53,7,6,18,10,58,12
21,30,14,13,49,21,21
52,25,6,15,10,59,12
52,27,10,9,11,59,10
59,5,8,0,11,58,12
10,3,19,15,10,36,45
64,0,2,12,10,60,11
12,29,2,2,59,12,10
37,11,1,25,10,59,10
48,6,13,26,10,60,10
20,23,0,10,60,26,10
31,6,11,7,22,24,40
1,8,17,5,26,15,50
2,5,20,8,12,21,55
13,30,2,15,58,28,12
55,16,20,13,10,59,10
23,19,12,3,52,12,30
50,26,10,7,10,60,11
34,21,12,11,42,24,22
56,11,10,11,10,60,12
39,25,16,30,12,60,10
6,24,10,5,56,13,25
12,15,9,13,36,30,23
32,2,19,10,10,30,56
47,5,1,2,11,60,10
11,6,19,18,12,36,39
6,12,13,11,31,26,33
1,0,5,5,11,44,43
30,23,18,9,43,18,33
24,8,12,13,19,33,31
21,14,20,27,18,40,30
20,24,6,15,47,31,11
26,7,7,19,19,52,20
12,2,12,17,10,49,34
33,0,14,2,10,13,60
12,24,9,24,38,38,16
6,28,18,5,47,11,33
6,5,0,23,15,59,10
5,8,15,12,18,32,38
43,22,4,3,10,59,12
33,20,2,16,48,35,10
39,21,2,25,12,59,10
29,12,14,17,26,37,29
60,3,16,0,10,60,10
5,26,12,24,39,35,15
8,4,14,10,12,34,43
58,5,13,25,12,58,12
9,5,14,4,20,13,55
58,9,3,27,12,60,12
22,19,3,30,30,52,10
38,13,12,9,10,58,10
19,2,6,28,12,59,14
7,2,7,17,10,57,22
65,19,9,9,12,60,12
57,24,3,13,12,60,10
56,9,18,12,11,60,12
12,3,3,14,11,60,13
50,16,10,8,10,60,10
28,14,0,15,44,47,10
37,2,12,0,10,59,10
41,12,5,20,10,60,11
29,18,14,16,34,30,28
26,11,11,20,25,41,23
13,18,8,1,60,10,24
34,0,8,8,12,46,46
17,10,11,2,37,11,45
20,23,13,7,49,13,27
37,15,8,23,10,58,12
47,26,15,14,11,60,10
46,22,20,2,11,59,11
17,22,5,26,37,42,10
19,24,11,3,57,10,24
4,9,6,23,20,56,16
53,19,18,5,12,60,11
53,29,20,10,11,58,10
53,11,10,4,12,58,10
11,23,6,14,50,28,12
10,8,5,20,20,56,13
27,10,17,29,15,45,28
57,5,12,18,10,60,10
52,8,9,29,11,60,10
1,21,9,27,35,43,16
15,3,12,1,16,12,60
4,1,8,11,10,48,34
17,6,8,8,25,32,30
16,22,1,25,43,46,10
63,21,0,7,12,59,10
39,27,18,29,12,60,10
41,23,8,12,10,59,10
37,25,9,16,12,58,10
3,16,19,7,33,17,39
43,21,5,4,10,58,10
39,21,0,20,12,60,10
12,23,16,14,38,23,25
10,1,20,26,10,47,38
4,18,6,25,31,45,13
59,1,13,16,10,58,10
17,17,11,9,40,21,28
35,29,3,21,51,33,11
27,2,11,22,12,57,28
11,24,4,29,35,46,10
49,19,8,27,10,58,10
36,15,1,18,11,60,10
30,16,0,20,40,50,10
65,5,18,12,11,59,11
16,22,13,25,35,37,18
53,5,17,11,10,58,12
23,8,11,13,21,36,32
1,21,12,21,36,37,19
20,29,20,21,39,25,23
17,15,7,21,30,44,15
29,8,14,3,29,10,51
57,16,7,2,10,59,11
24,24,17,7,46,13,30
64,14,14,1,11,58,10
40,16,3,1,12,58,10
23,24,2,23,46,40,11
4,12,20,24,21,36,31
57,12,9,20,10,60,10
15,15,7,29,25,52,10
61,23,1,3,10,60,10
56,5,18,22,11,60,12
17,25,20,21,32,27,27
42,17,5,25,11,60,10
9,7,3,23,17,58,10
6,6,13,21,12,45,27
50,24,20,18,10,59,10
7,10,2,12,38,44,11
60,20,13,8,10,60,10
48,23,16,0,11,60,10
17,17,4,23,35,48,10
28,25,14,2,56,12,28
32,20,0,21,45,48,10
40,24,10,27,10,60,12
51,7,11,2,10,60,12
36,11,16,26,10,58,11
25,20,20,16,33,26,33
53,15,20,4,10,58,10
38,30,15,13,12,58,10
6,13,2,7,54,26,12
27,24,14,23,37,34,18
51,11,6,17,11,59,12
63,12,11,22,11,59,12
27,27,13,27,36,36,16
40,1,4,2,10,58,10
44,8,4,30,10,60,10
64,4,1,2,10,60,12
14,26,13,25,37,33,16
57,30,5,12,10,58,10
58,9,7,11,10,60,11
0,21,6,1,59,10,21
60,21,1,13,10,60,10
17,19,2,26,35,49,10
22,21,0,2,58,10,10
59,0,20,26,12,60,10
48,13,1,9,10,60,10
0,29,20,10,43,13,29
62,8,6,3,12,60,11
9,1,3,8,10,58,20
45,10,14,20,10,58,10
35,16,6,21,33,45,10
53,21,10,4,10,59,10
59,29,10,27,11,60,10
28,28,6,12,52,22,13
47,30,1,8,11,58,10
33,4,14,10,12,34,45
35,2,15,18,10,44,38
55,12,16,5,12,60,11
63,18,11,12,10,60,11
51,18,15,8,12,58,10
17,7,7,8,30,30,30
51,9,5,12,10,59,10
31,16,10,26,27,45,16
36,17,20,26,11,58,10
17,7,8,23,15,56,19
2,20,10,21,34,39,15
39,23,0,8,10,58,10
0,8,6,8,32,34,23
23,17,12,4,47,11,32
60,7,7,21,10,60,10
64,0,15,29,12,59,10
22,30,16,0,56,10,30
63,20,16,24,10,60,12
26,2,17,4,12,17,60
12,6,8,12,18,40,26
58,24,5,8,10,60,10
15,28,17,4,50,10,30
9,18,14,13,38,26,30
51,18,11,28,10,60,10
26,20,18,13,37,23,33
10,23,19,21,34,32,29
24,18,0,7,60,27,11
51,23,10,28,10,60,11
15,13,19,8,30,18,42
37,28,10,23,12,60,11
62,14,20,22,12,60,12
43,26,0,12,12,59,10
62,13,5,9,10,59,11
47,25,6,19,10,60,10
61,27,1,4,12,59,10
31,2,9,18,12,54,28
11,30,8,2,60,12,17
60,27,0,28,11,58,10
18,25,10,3,60,12,24
26,4,8,8,20,37,38
14,22,1,15,53,33,12
0,11,2,25,25,60,10
46,21,13,12,10,60,10
8,1,15,26,12,53,34
9,27,14,2,54,11,31
65,20,15,3,10,59,10
41,2,5,21,12,59,10
1,4,16,17,12,40,38
36,19,19,13,10,58,10
13,30,0,8,60,19,10
26,0,15,19,10,50,37
49,28,2,23,10,60,10
54,7,13,21,12,60,10
51,19,9,15,10,59,11
59,30,18,13,10,58,10
60,19,8,6,11,60,11
25,16,15,6,36,14,34
63,14,1,1,10,60,10
34,1,1,21,10,60,11
38,28,0,21,11,60,10
15,2,3,26,12,58,10
6,14,17,13,30,27,34
59,5,19,23,10,60,12
7,27,13,5,54,11,26
46,11,10,22,10,59,11
47,0,18,1,10,59,11
43,25,5,3,12,60,12
37,25,14,17,10,60,10
11,20,0,20,44,46,12
55,3,6,30,12,60,10
18,16,0,12,53,38,11
44,10,4,10,10,58,10
49,0,14,5,11,59,12
2,30,19,6,47,10,31
61,0,0,20,11,59,11
64,8,3,17,12,60,12
0,12,1,14,42,47,10
29,30,18,21,39,29,22
40,14,14,19,11,59,11
3,9,9,13,28,39,28
4,24,7,20,41,33,10
50,1,1,18,10,60,10
11,8,1,24,20,58,11
29,23,1,23,43,42,10
30,1,2,29,11,60,10
11,3,9,11,10,43,37
65,3,20,15,10,59,10
29,11,16,27,20,47,24
6,30,12,26,41,32,15
13,7,5,0,50,11,36
27,9,15,0,35,10,54
57,18,15,4,10,60,12
44,27,0,9,11,60,10
42,25,15,8,10,60,10
60,11,18,0,10,60,10
50,5,8,3,10,60,12
23,10,0,28,25,60,12
65,24,4,26,10,60,12
51,16,0,11,10,60,11
58,16,7,10,12,58,12
63,11,14,13,10,59,10
34,1,8,26,10,59,19
63,15,0,16,11,60,10
3,20,11,16,40,31,22
35,26,0,8,60,22,10
17,27,15,26,37,33,21
44,29,16,11,10,59,11
19,5,7,3,28,19,41
37,5,13,26,10,59,10
18,5,4,13,20,51,15
61,13,19,29,10,60,12
46,18,4,14,10,58,10
26,2,18,25,10,50,34
31,12,16,2,35,11,49
18,5,12,10,16,32,38
12,3,10,13,10,47,36
3,21,15,28,27,39,22
35,25,20,11,39,16,32
24,8,19,13,19,27,42
36,5,9,30,10,60,10
41,15,2,1,10,60,11
12,8,17,19,15,40,32
21,19,15,11,39,23,28
58,1,16,1,10,59,12
33,26,20,19,38,27,29
64,20,7,9,11,60,10
9,30,1,9,60,18,12
44,8,9,26,10,60,12
57,11,20,10,10,58,10
54,14,14,25,12,58,10
48,15,19,3,10,60,11
0,8,8,30,16,60,13
58,19,9,30,11,60,10
9,9,1,20,29,58,10
26,15,0,4,58,20,12
0,2,19,1,12,10,60
27,22,8,28,35,45,11
25,30,11,1,60,10,25
54,16,13,12,12,60,11
29,13,2,13,42,43,12
41,24,11,25,10,60,10
29,6,11,12,19,35,33
20,19,13,9,41,20,28
55,23,14,19,10,60,12
37,10,19,10,10,60,11
48,2,9,10,12,60,10
34,1,13,17,10,51,37
59,19,5,6,10,58,12
65,6,18,12,10,60,10
61,19,16,16,11,60,12
38,14,7,26,10,60,11
36,20,11,8,12,60,12
28,1,12,26,11,60,27
29,13,16,17,23,35,29
63,18,10,2,11,60,12
8,16,0,15,48,43,10
11,20,14,3,50,11,33
44,19,20,16,10,60,10
27,13,10,23,25,45,19
50,6,7,28,10,59,12
30,4,6,30,12,60,12
34,1,0,11,12,60,10
62,25,13,23,11,60,10
38,30,5,28,10,58,11
5,4,16,12,12,34,47
57,3,13,17,10,60,10
35,22,19,17,32,27,30
19,12,3,5,52,23,14
31,18,8,27,32,43,13
10,23,0,25,41,48,11
28,16,6,22,31,47,14
13,16,10,18,33,34,19
52,8,9,14,12,60,12
4,21,0,17,48,41,10
59,2,9,20,10,60,10
24,8,0,18,27,60,11
14,18,0,15,51,41,10
47,1,5,24,10,58,11
57,16,0,21,12,58,10
14,5,15,29,10,54,27
25,16,2,29,32,54,10
47,2,4,26,10,60,12
19,26,8,3,60,11,17
12,5,4,12,20,53,16
44,26,1,21,11,58,10
31,2,20,23,12,44,38
28,6,20,22,10,40,38
50,19,7,24,12,60,10
19,23,10,13,47,23,21
56,13,16,12,10,59,11
2,12,18,13,27,28,36
3,30,8,5,60,10,15
46,13,19,10,12,58,10
35,27,18,29,34,36,22
17,11,5,18,27,47,14
22,21,14,22,31,32,21
63,29,0,20,10,58,12
17,26,1,2,59,10,10
63,12,14,11,10,58,10
61,16,11,23,10,58,12
47,29,5,22,12,60,10
21,16,11,0,51,11,38
19,25,0,14,57,31,12
56,17,4,12,10,59,12
1,6,15,6,20,22,51
37,13,7,23,10,60,10
12,22,9,7,51,17,22
22,11,6,5,43,21,25
35,22,14,1,55,10,36
21,24,2,6,58,16,10
62,30,5,20,10,60,10
12,4,17,11,13,28,49
46,10,10,23,10,59,11
53,15,8,23,12,58,11
18,21,11,2,54,12,28
1,13,13,25,21,46,23
47,18,11,12,10,60,10
56,9,10,11,12,58,10
